station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,county_name,sample_count,sample_date_min,sample_date_max
47874,TCL,Thompson Creek near Beckworth,A5475705,Surface Water,39.9738,-120.472,Plumas,7,4/15/2020 12:45,11/29/2022 11:10
47875,TCU,Upper Thompson Creek near Beckworth,A5475905,Surface Water,39.9827,-120.476,Plumas,5,5/11/2022 8:31,11/29/2022 13:45
47914,Middle C DS Meadow,Middle Creek downstream Meadow BL Antelope Res,A5485045,Surface Water,40.119214,-120.642434,Plumas,5,5/3/2022 16:20,10/3/2022 16:09
47915,Middle C A Meadow,Middle Creek at Meadow below Antelope Res,A5485050,Surface Water,40.12222,-120.642206,Plumas,5,5/3/2022 13:57,10/3/2022 15:48
47916,Middle C US Meadow,Middle Creek Upstream Meadow BL Antelope Res,A5485055,Surface Water,40.127398,-120.644879,Plumas,5,5/3/2022 11:27,10/3/2022 14:48
47917,E Nelson C DS Meadow,E Nelson Creek Downstream McRae Meadow,A5550900,Surface Water,39.759905,-120.754151,Plumas,8,5/6/2022 8:54,10/4/2022 9:20
47918,E Nelson C A Meadow,East Nelson Creek at McRae Meadow,A5550905,Surface Water,39.757527,-120.755422,Plumas,3,6/15/2022 16:05,10/4/2022 9:55
47919,E Nelson C US Meadow,East Nelson Creek Upstream McRae Meadow,A5550910,Surface Water,39.753908,-120.75488,Plumas,4,5/6/2022 15:43,10/4/2022 12:30
47920,E Nelson C US East,East Nelson Creek upstream Meadow East,A5550920,Surface Water,39.75416,-120.752474,Plumas,4,5/6/2022 13:55,10/4/2022 11:58
47921,Fall R DS Meadow,Fall River Downstream Meadow Nr Little Grass Valle,A5590045,Surface Water,39.734768,-121.047675,Plumas,4,4/24/2022 11:57,10/5/2022 9:44
47922,Fall R nr LGVR,Fall River near Little Grass Valley Reservoir,A5590050,Surface Water,39.73601,-121.04438,Plumas,3,5/5/2022 12:50,10/5/2022 10:01
47923,Fall R US Meadow,Fall River Upstream Meadow Nr Little Grass Valley,A5590055,Surface Water,39.737669,-121.041189,Plumas,3,5/5/2022 10:49,10/5/2022 10:18
48004,Antelope-subsurface,Antelope Lk NR DM below surface sample,AN991000,Surface Water,40.1805,-119.3943,Plumas,3,5/25/2022 11:20,6/12/2024 13:40
47948,TPI,Tom Paine Slough above Intake,B9542100,Surface Water,37.790082,-121.418436,San Joaquin,21,1/19/2022 13:00,12/18/2023 13:18
47949,DAR,Drainage at Arbor Road,B9542300,Surface Water,37.76896,-121.41941,San Joaquin,22,1/19/2022 12:45,12/18/2023 12:48
47950,TPPA,Tom Paine Slough at Paradise Ave,B9542400,Surface Water,37.774225,-121.382297,San Joaquin,22,1/19/2022 14:20,12/18/2023 14:14
47951,TPP,Tom Paine Slough near Pescadero,B9542500,Surface Water,37.767388,-121.351083,San Joaquin,22,1/19/2022 14:46,12/18/2023 14:30
47929,PRS,Prospect Slough,B9B81541403,Surface Water,38.255839,-121.671797,Contra Costa,16,8/3/2021 10:17,10/3/2023 8:58
47749,D19A,Frank's Tract Mid Track - D19A,B9D80281359,Surface Water,38.04642,-121.5981,Contra Costa,10,5/12/2022 12:39,10/26/2022 10:00
47868,Hill Slu Nr Bridge,Hill Slough SW of Grizzly Isl Br,B9S81332014,Surface Water,38.222236,-122.024025,Solano,35,1/22/2020 9:00,4/25/2024 12:00
47879,TuleRedPondC,Tule Red Pond C,E3X80711587,Surface Water,38.117817,-121.97885,Solano,6,6/9/2020 14:35,2/10/2021 13:39
47878,TuleRedBreach,Tule Red Breach,E3X80801596,Surface Water,38.133867,-121.993517,Solano,11,6/9/2020 11:00,11/10/2021 11:40
47931,SF TRINITY @ Hwy 299,South Fork Trinity River @ Hwy 299,F4400050,Surface Water,40.88926,-123.602594,Trinity,1,7/26/2022 9:55,7/26/2022 9:55
48008,Frenchman-subsurface,Frenchman LK NR DM below surface sample,FR991000,Surface Water,39.89439,-119.8075,Plumas,10,5/25/2022 12:54,6/12/2024 9:15
47257,Kern River Intertie,Kern River Intertie Inflow,GKA24102,Surface Water,35.929722,-118.817222,Kern,2,5/10/2023 10:01,5/24/2023 10:47
48015,Lk Davis-subsurface,LK DAVIS A STA 1 NR DM below surface sample,LD991000,Surface Water,39.88569,-119.52109,Plumas,3,5/25/2022 14:42,6/12/2024 10:50
47880,Lk. Oroville NF,Lake Oroville at North Fork,OR005000,Surface Water,39.6743,-121.476,Butte,55,10/28/2020 9:15,6/12/2024 9:00
47881,Lake Oroville MF,Lake Oroville at Middle Fork,OR006000,Surface Water,39.5756,-121.387,Butte,55,10/29/2020 9:30,6/12/2024 10:10
47882,Lk. Oroville SF,Lake Oroville at South Fork,OR007000,Surface Water,39.5367,-121.376,Butte,54,10/28/2020 11:15,6/12/2024 10:53
47925,LkOro Dam-subsurface,LK OROVILLE NR DM STA 1 below surface sample,OR991000,Surface Water,39.5403,-121.4798,Butte,25,3/16/2022 9:06,11/15/2023 10:00
47926,LkOro NF-subsurface,Lake Oroville at North Fork below surface sample,OR995000,Surface Water,39.6743,-121.476,Butte,25,3/16/2022 10:17,11/15/2023 11:11
47927,LkOro MF-subsurface,Lake Oroville at Middle Fork below surface sample,OR996000,Surface Water,39.5756,-121.387,Butte,24,3/16/2022 11:29,10/19/2023 10:50
47928,LkOro SF-subsurface,Lake Oroville at South Fork below surface sample,OR997000,Surface Water,39.5367,-121.376,Butte,23,3/16/2022 12:22,10/19/2023 12:55

